Name,playerid,real,pred
Brian Bruney,1929,-0.2,0.24
Frank Francisco,1933,0.4,0.73
Mike Adams,1937,1.9,1.64
Zack Greinke,1943,3.2,9.08
Justin Berg,1973,-0.1,0.56
Tim Byrdak,1995,0.6,-0.04
Clayton Kershaw,2036,7.4,3.71
Justin Masterson,2038,5.1,2.6
Jorge De La Rosa,2047,1.5,2.02
Matt Guerrier,2061,0.8,0.32
Jose Veras,2063,0.7,0.09
Jeremy Guthrie,2072,1.8,2.56
Chris Narveson,2141,1.3,1.11
Alfredo Simon,2155,0.9,0.23
Chad Qualls,2170,0.0,0.21
Joel Hanrahan,2186,1.9,1.0
Blaine Boyer,2237,-0.3,0.19
Joel Peralta,2332,1.0,0.5
Randy Williams,2362,0.0,0.1
Todd Coffey,2467,0.3,0.41
Enrique Gonzalez,2568,-0.1,0.02
Robinson Tejeda,2575,-0.3,0.59
Jhoulys Chacin,2608,2.3,0.5
Brian Matusz,2646,-1.1,3.22
Brett Cecil,2660,0.5,2.47
Joba Chamberlain,2692,0.2,1.02
Rick Porcello,2717,2.3,1.99
Brian Sanches,2739,-0.2,0.42
Carlos Marmol,2790,0.6,1.69
Ross Detwiler,2859,0.3,0.96
Santiago Casilla,2873,0.3,-0.04
Juan Oviedo,2886,0.2,0.37
Sean Green,3001,0.0,-0.12
Doug Slaten,3107,-0.4,-0.08
Luis Mendoza,3126,0.3,0.07
Max Scherzer,3137,2.3,2.84
David Price,3184,4.8,3.19
Ervin Santana,3200,2.5,1.67
Francisco Liriano,3201,0.6,6.86
Josh Roenicke,3241,0.1,0.09
Jeff Samardzija,3254,0.6,0.07
Juan Gutierrez,3265,-0.1,0.24
Roberto Hernandez,3273,1.5,1.78
Joe Smith,3281,1.3,0.6
Hiroki Kuroda,3283,3.0,3.24
Anibal Sanchez,3284,3.7,2.24
Alberto Castillo,3316,0.0,0.15
Darren O'Day,3321,-0.5,0.79
Matt Garza,3340,4.7,1.67
Mitchell Boggs,3344,0.4,0.16
Cesar Ramos,3357,-0.1,0.37
Jeff Stevens,3367,-0.2,0.07
Ubaldo Jimenez,3374,3.3,4.93
Ricky Romero,3403,2.6,1.74
Brian Burres,3425,-0.2,0.92
Jeff Fulchino,3532,-0.3,0.57
Clay Buchholz,3543,0.7,3.08
Clayton Richard,3551,0.6,1.82
C.J. Wilson,3580,5.2,2.33
Kyle Davies,3642,0.6,1.55
Jim Johnson,3656,1.3,0.28
Brandon League,3731,1.4,1.08
Tim Wood,3775,-0.3,0.01
Felipe Paulino,3777,2.4,1.07
Mat Latos,3815,4.1,4.2
Ricky Nolasco,3830,3.2,3.78
Zach Duke,3840,0.6,1.49
Gavin Floyd,3886,3.1,3.39
Jason Bulger,3915,-0.4,0.41
Edward Mujica,3970,0.8,0.16
Edinson Volquez,3990,-0.3,0.39
Brian Duensing,4064,1.3,1.16
Pedro Strop,4070,0.5,0.04
Rafael Perez,4078,0.8,0.41
Dan Runzler,4080,0.2,0.28
Luke Gregerson,4090,0.6,0.61
Carlos Villanueva,4138,1.3,0.5
Jose Mijares,4140,-0.4,0.18
Derek Holland,4141,3.2,1.84
Armando Galarraga,4222,-1.0,0.5
Wilton Lopez,4227,0.5,-0.29
Jered Weaver,4235,5.4,5.94
Micah Owings,4253,-0.1,-0.13
David Hernandez,4259,1.1,0.5
Mark Melancon,4264,0.8,-0.09
Nick Blackburn,4270,0.2,0.5
Matt Albers,4300,0.1,0.32
Lance Cormier,4346,-0.3,0.75
Craig Breslow,4363,0.4,0.44
Brad Mills,4420,-0.1,0.07
Jon Niese,4424,2.8,2.19
Michael Bowden,4440,0.0,0.11
Matt Palmer,4457,0.3,0.5
Randy Wells,4535,-0.2,3.58
Jason Hammel,4538,1.1,3.96
Daniel Herrera,4552,0.0,-0.09
Josh Johnson,4567,1.7,6.67
Tony Pena,4573,0.1,0.6
Matt Lindstrom,4604,0.8,-0.22
Joe Thatcher,4620,-0.1,0.38
Charlie Morton,4676,2.0,0.0
Ramon Troncoso,4685,-0.2,0.24
Matt Cain,4732,4.5,3.93
Jonathan Broxton,4759,-0.2,0.29
Felix Hernandez,4772,5.3,7.57
Matt Capps,4788,-0.4,0.6
Rich Hill,4806,0.2,0.22
Jesse Crain,4817,0.8,-0.12
Clay Rapada,4831,0.0,0.5
Kyle McClellan,4845,-0.7,0.41
Joe Blanton,4849,0.6,1.47
Peter Moylan,4891,0.2,0.47
Scott Kazmir,4897,-0.2,0.5
Jon Lester,4930,2.6,4.93
Cole Hamels,4972,5.1,3.32
Dale Thayer,5032,0.2,0.19
Franklin Morales,5088,0.0,0.2
Rick VandenHurk,5099,-0.4,-0.12
Guillermo Moscoso,5106,1.5,-0.03
Evan Meek,5109,0.0,0.72
Alfredo Aceves,5164,0.6,0.35
Ernesto Frieri,5178,0.6,0.68
Mike Pelfrey,5203,1.2,2.89
Chris Perez,5213,0.5,0.64
Wade LeBlanc,5221,0.9,0.2
Vin Mazzaro,5231,-0.2,0.5
Chris Tillman,5279,1.1,0.58
Esmerling Vasquez,5280,0.0,0.39
Cristhian Martinez,5337,-0.2,0.41
Jesse Chavez,5448,-0.2,0.13
Dana Eveland,5508,0.6,-0.4
James McDonald,5523,0.7,1.12
Madison Bumgarner,5524,4.3,0.9
Boone Logan,5525,0.5,0.22
Phil Coke,5535,1.7,-0.14
Matt Harrison,5551,4.0,0.38
Jair Jurrjens,5556,0.9,0.2
Jo-Jo Reyes,5559,0.7,0.05
Mitch Stetter,5579,-0.2,0.19
Tyler Clippard,5640,1.5,1.35
Jason Berken,5673,-0.6,0.36
Tim Lincecum,5705,3.5,3.51
Eric O'Flaherty,5746,1.2,0.1
Chad Billingsley,5842,2.6,2.68
Jason Motte,5861,1.5,0.31
Jeff Karstens,5879,1.1,0.5
Sean Marshall,5905,2.6,0.5
Pat Misch,5909,-0.1,0.44
Wesley Wright,5960,0.1,0.01
Pedro Viola,5971,-0.2,0.08
Jonathan Papelbon,5975,3.0,0.6
Takashi Saito,6021,0.2,0.5
Dusty Hughes,6164,-0.4,0.21
Scott Baker,6176,2.5,3.36
Kyle Kendrick,6230,0.2,0.96
Tom Gorzelanny,6244,0.7,1.61
Aaron Laffey,6248,-0.6,0.06
Scott Feldman,6283,0.2,2.57
George Sherrill,6291,0.3,1.3
Chris Ray,6315,0.2,-0.09
Esmil Rogers,6317,-0.3,0.83
John Danks,6329,2.9,4.13
Henry Rodriguez,6371,0.3,-0.25
Rich Thompson,6422,0.4,0.09
Jeremy Accardo,6428,-0.3,0.1
Tim Stauffer,6432,1.7,0.5
Kevin Jepsen,6475,-0.5,2.29
Brian Wilson,6485,0.2,0.58
Waldis Joaquin,6580,0.0,-0.06
Marc Rzepczynski,6612,0.7,0.12
Carlos Carrasco,6632,1.5,0.44
Andrew Miller,6785,-0.1,0.6
Jeff Manship,6865,0.0,-0.15
Collin Balester,6883,-0.4,0.5
Johnny Cueto,6893,3.0,2.74
Joakim Soria,6941,0.9,1.44
Luke Hochevar,6943,2.2,0.59
Ian Kennedy,6986,4.4,0.82
Hong-Chih Kuo,7016,-0.3,0.24
Merkin Valdez,7019,-0.1,0.19
James Shields,7059,4.9,4.14
Trevor Bell,7074,0.1,1.31
John Lannan,7080,0.8,0.82
Daniel Bard,7115,1.3,0.78
Daniel Hudson,7146,4.2,1.39
Josh Rupe,7206,-0.3,0.04
Nick Masset,7267,0.3,0.69
Craig Stammen,7274,0.3,2.01
Brad Ziegler,7293,1.0,0.43
Adam Russell,7334,-0.2,-0.08
Casey Janssen,7355,1.2,0.27
J.A. Happ,7410,0.7,0.68
Mark Lowe,7416,0.2,0.35
Gio Gonzalez,7448,3.3,2.18
Phil Hughes,7450,0.5,2.93
Ryan Webb,7474,0.2,0.23
Mike Ekstrom,7488,0.0,-0.06
Scott Elbert,7489,0.6,0.14
Jonathan Sanchez,7507,0.3,1.11
Chris Leroux,7645,0.7,-0.04
Andy Sonnanstine,7667,-0.8,0.0
Jeff Gray,7718,-0.2,0.2
Hideki Okajima,7763,0.1,0.49
Shawn Kelley,7773,0.3,0.64
Daisuke Matsuzaka,7775,0.2,2.1
Jerry Blevins,7841,0.2,0.52
Matt Daley,7952,0.0,0.23
Ramon Ramirez,7986,0.7,0.03
Glen Perkins,8041,1.6,0.49
Jason Vargas,8044,2.7,2.2
Dallas Braden,8099,0.4,2.23
Yovani Gallardo,8173,2.7,4.13
Brett Anderson,8223,1.0,2.17
David Robertson,8241,2.3,1.79
Huston Street,8258,0.4,1.03
Ross Ohlendorf,8268,-0.4,0.69
Tony Sipp,8280,0.2,0.45
Jared Burton,8346,-0.1,0.13
David Purcey,8360,-0.2,0.06
Homer Bailey,8362,1.3,2.21
Mitch Atkins,8369,-0.4,0.24
Philip Humber,8586,3.1,0.18
Jeff Niemann,8591,1.7,1.72
Bobby Jenks,8645,0.0,0.48
Paul Maholm,8678,2.0,1.94
Justin Verlander,8700,6.5,4.1
Manny Acosta,8725,0.3,0.02
Daniel Schlereth,8739,-0.4,0.16
Ryan Perry,8799,0.2,0.5
Antonio Bastardo,8844,1.0,0.12
Blake Hawksworth,8963,0.2,0.33
John Axford,9059,1.5,1.46
Tommy Hanson,9129,1.2,3.84
Sean O'Sullivan,9137,-0.6,0.43
Koji Uehara,9227,1.2,0.5
Brandon Morrow,9346,2.9,1.46
Kris Medlen,9417,0.2,1.19
Doug Fister,9425,5.4,2.21
Bud Norris,9492,2.0,1.14
Kam Mickolio,9513,0.2,0.16
Andrew Carpenter,9533,-0.1,0.0
P.J. Walters,9557,-0.1,0.06
Burke Badenhop,9736,0.8,-0.12
Sergio Romo,9817,2.0,0.65
Carlos Fisher,9832,-0.1,0.26
Garrett Olson,9889,0.1,0.34
Chris Volstad,9901,0.9,1.2
Kevin Slowey,9918,0.3,1.94
Matt Maloney,9920,-0.4,0.24
Bobby Parnell,9926,0.7,1.27
Mike Dunn,9948,-0.1,-0.07
Stephen Strasburg,10131,1.1,1.69
