Name,playerid,WAR34,WAR35
Freddy Garcia,1077,1.7,0.5
Mike Cuellar,1002853,2.8,2.4
Billy Wagner,578,1.9,1.6
Chris Capuano,1701,1.4,0.7
Chad Qualls,2170,0.5,0.5
Joe Nuxhall,1009665,5.4,1.2
Octavio Dotel,555,0.7,0.7
Sam Jones,1006590,3.9,1.4
Vern Ruhle,1011297,1.0,0.5
Neal Cotts,1797,0.6,-0.4
John Franco,874,0.8,1.2
Doug Bair,1000439,0.3,0.4
Charlie Leibrandt,1007492,3.6,3.6
Francisco Cordero,1243,1.3,0.3
Jerry Koosman,1007103,4.6,3.2
Curt Schilling,73,7.2,9.3
Kent Mercker,439,-0.7,0.1
Jim Gott,1004898,-0.1,0.2
Claude Osteen,1009878,1.2,1.0
Tom Seaver,1011708,3.9,0.4
Ron Villone,1010,0.3,0.7
Raul Valdes,1953,0.7,0.0
Jim Clancy,1002255,0.5,-0.2
Ron Guidry,1005124,4.9,3.0
Mike Magnante,929,1.0,0.1
Jamie Moyer,1091,3.2,5.2
Brad Ziegler,7293,0.0,0.7
Dick Donovan,1003395,4.2,1.9
Craig Lefferts,1007476,2.6,-0.3
Koji Uehara,9227,1.8,1.3
Whitey Ford,1004227,5.2,6.8
Danny Jackson,1006295,0.4,-0.3
Joe Niekro,1009582,1.8,3.4
Miguel Batista,46,0.5,2.9
Todd Williams,805,0.6,-0.3
Hank Aguirre,1000087,2.4,0.4
Dennis Eckersley,1003660,1.7,3.2
John Hiller,1005817,1.5,2.0
Gaylord Perry,1010210,5.7,6.3
Rick Wise,1014155,1.1,0.5
Mike Stanton,849,1.7,1.2
Geoff Zahn,1014410,3.6,1.1
Jon Lieber,287,3.5,3.1
Bob Patterson,1010055,0.3,0.1
Ed Whitson,1013911,2.7,5.2
Jason Isringhausen,1158,0.6,-0.3
Terry Leach,1007427,0.3,-0.1
John Smoltz,115,1.3,2.5
Dick Tidrow,1013056,-0.1,0.9
Mike Morgan,67,0.3,1.5
Jeremy Affeldt,583,-0.5,0.4
Jason Frasor,1906,0.2,0.7
Bill Gullickson,1005136,0.7,0.7
Joe Borowski,267,0.0,0.7
Julian Tavarez,541,0.8,0.1
Al Leiter,883,4.8,3.8
Doyle Alexander,1000122,4.0,3.9
Larry McWilliams,1008700,0.8,1.9
J.J. Putz,1795,1.4,1.4
Bill Henry,1005665,0.0,0.7
Grant Jackson,1006298,-0.5,0.4
Kent Tekulve,1012905,1.2,0.6
Armando Reynoso,72,2.1,-0.6
Lindy McDaniel,1008441,1.8,-1.0
Jamie Walker,502,0.5,0.8
Woodie Fryman,1004381,0.9,2.3
Erik Bedard,126,1.4,0.1
Kenny Rogers,1277,3.5,4.3
Gary Lavelle,1007389,2.1,0.7
Sparky Lyle,1007859,0.6,0.1
Kevin Appier,3,2.6,0.1
Charlie Hough,1006050,3.1,3.2
Steve Barber,1000530,-0.3,0.7
Teddy Higuera,1005799,0.3,-0.5
